,userid,version,retention_1,retention_7,sum_gamerounds
28684,3194459,gate_50,False,False,16
28685,3194479,gate_50,True,False,150
28686,3194513,gate_50,True,True,336
28687,3194843,gate_50,True,False,21
28688,3194963,gate_50,False,False,17
28689,3195002,gate_25,False,False,25
28690,3195119,gate_25,False,False,6
28691,3195134,gate_50,False,False,7
28692,3195151,gate_50,True,True,411
28693,3195245,gate_25,False,False,15
28694,3195878,gate_50,False,False,29
28695,3196096,gate_25,False,False,19
28696,3196320,gate_50,True,False,49
28697,3196386,gate_50,False,False,18
28698,3197030,gate_25,True,False,19
28699,3197140,gate_50,False,False,23
28700,3197184,gate_50,False,False,10
28701,3197185,gate_50,True,True,208
28702,3197268,gate_25,False,False,7
28703,3197456,gate_50,True,True,90
28704,3197517,gate_25,False,False,19
28705,3197684,gate_50,False,False,25
28706,3197800,gate_50,True,False,42
28707,3197866,gate_25,False,False,29
28708,3198212,gate_25,True,True,288
28709,3198447,gate_50,False,False,12
28710,3198518,gate_50,False,False,7
28711,3198579,gate_25,True,True,85
28712,3198631,gate_25,True,True,261
28713,3198632,gate_50,True,True,61
28714,3198726,gate_25,False,False,114
28715,3198794,gate_50,False,False,28
28716,3198883,gate_25,False,False,15
28717,3199224,gate_50,True,False,171
28718,3199371,gate_50,False,False,18
28719,3199391,gate_25,False,False,19
28720,3199632,gate_50,True,False,30
28721,3199819,gate_25,False,False,4
28722,3199997,gate_25,False,False,29
28723,3200102,gate_25,True,False,21
28724,3200604,gate_50,True,False,156
28725,3200672,gate_25,True,True,128
28726,3200764,gate_50,True,False,7
28727,3200866,gate_50,True,False,9
28728,3201087,gate_50,False,False,26
28729,3201158,gate_50,False,False,62
28730,3201381,gate_25,True,True,218
28731,3201417,gate_25,False,False,12
28732,3201568,gate_25,False,False,18
28733,3201621,gate_50,True,False,23
28734,3201845,gate_25,False,False,28
28735,3201989,gate_50,True,True,108
28736,3202011,gate_25,True,False,116
28737,3202025,gate_50,True,False,22
28738,3202064,gate_25,True,True,696
28739,3202087,gate_50,False,False,6
28740,3202197,gate_25,False,False,13
28741,3202507,gate_25,False,False,16
28742,3202755,gate_50,True,False,131
28743,3202783,gate_50,True,False,22
28744,3203164,gate_50,True,True,573
28745,3203205,gate_25,True,True,166
28746,3203297,gate_50,False,False,19
28747,3203478,gate_25,True,False,8
28748,3203489,gate_25,False,False,14
28749,3203524,gate_25,False,False,18
28750,3203618,gate_25,False,False,45
28751,3203694,gate_50,False,False,2
28752,3203722,gate_50,False,False,17
28753,3203799,gate_50,True,False,136
28754,3203835,gate_50,True,True,208
28755,3203869,gate_50,True,True,127
28756,3203974,gate_25,True,False,23
28757,3204115,gate_25,True,False,116
28758,3204123,gate_50,True,False,471
28759,3204184,gate_25,False,False,24
28760,3204276,gate_25,False,False,17
28761,3204323,gate_50,False,False,9
28762,3204365,gate_50,True,False,49
28763,3204397,gate_50,True,False,57
28764,3204598,gate_25,True,False,18
28765,3204797,gate_25,False,True,34
28766,3204898,gate_25,True,False,23
28767,3205078,gate_25,False,False,10
28768,3205143,gate_25,False,False,14
28769,3205249,gate_25,True,True,344
28770,3205281,gate_25,False,False,8
28771,3205335,gate_25,True,False,18
28772,3205488,gate_25,True,False,55
28773,3205694,gate_25,False,False,18
28774,3205782,gate_50,True,False,54
28775,3205799,gate_50,True,False,60
28776,3206013,gate_50,False,False,8
28777,3206205,gate_25,True,True,55
28778,3206340,gate_50,False,False,36
28779,3206438,gate_50,False,False,8
28780,3206501,gate_50,True,True,153
28781,3206618,gate_25,False,False,6
28782,3206666,gate_25,False,False,13
28783,3206685,gate_50,True,False,78
28784,3206719,gate_25,True,False,23
28785,3206784,gate_50,True,False,58
28786,3206809,gate_25,False,False,18
28787,3206968,gate_50,False,False,8
28788,3207031,gate_50,True,True,125
28789,3207201,gate_25,True,True,37
28790,3207218,gate_25,False,True,174
28791,3207284,gate_25,False,False,5
28792,3207591,gate_25,True,True,37
28793,3207949,gate_25,True,False,29
28794,3208009,gate_50,True,True,142
28795,3208470,gate_50,True,True,85
28796,3208731,gate_25,True,True,44
28797,3208766,gate_50,False,False,15
28798,3208847,gate_25,True,False,166
28799,3208993,gate_25,True,False,24
28800,3209034,gate_25,True,False,43
28801,3209039,gate_25,True,False,47
28802,3209078,gate_50,False,False,20
28803,3209082,gate_50,False,False,6
28804,3209340,gate_50,False,False,19
28805,3209397,gate_25,True,False,39
28806,3209592,gate_50,False,False,9
28807,3209598,gate_25,False,False,29
28808,3209714,gate_50,True,False,19
28809,3209958,gate_25,False,False,26
28810,3209989,gate_50,True,False,7
28811,3210584,gate_50,False,False,6
28812,3210702,gate_50,False,False,16
28813,3210797,gate_25,False,False,24
28814,3210990,gate_50,False,False,10
28815,3211032,gate_50,True,False,19
28816,3211071,gate_50,True,False,34
28817,3211262,gate_50,False,False,12
28818,3211288,gate_25,True,False,22
28819,3211323,gate_25,True,False,73
28820,3211392,gate_50,False,False,179
28821,3211469,gate_50,False,False,23
28822,3211503,gate_25,True,False,37
28823,3211539,gate_25,False,False,23
28824,3211813,gate_50,False,False,42
28825,3211824,gate_50,False,False,8
28826,3211866,gate_25,False,False,25
28827,3211868,gate_50,True,True,113
28828,3211952,gate_25,True,False,50
28829,3212186,gate_25,True,False,44
28830,3212207,gate_25,True,True,36
28831,3212386,gate_25,False,False,7
28832,3212401,gate_50,True,False,64
28833,3212473,gate_25,True,True,81
28834,3212800,gate_50,False,False,8
28835,3212897,gate_50,True,False,26
28836,3213291,gate_25,False,True,24
28837,3213358,gate_50,False,False,16
28838,3213428,gate_50,False,False,12
28839,3213475,gate_50,False,False,7
28840,3213486,gate_25,False,False,27
28841,3213495,gate_50,True,True,172
28842,3213802,gate_25,False,False,84
28843,3213851,gate_50,False,True,37
28844,3213881,gate_50,False,False,87
28845,3213976,gate_50,False,False,11
28846,3214147,gate_50,False,False,5
28847,3214216,gate_50,True,False,4
28848,3214246,gate_25,True,False,48
28849,3214391,gate_25,False,False,66
28850,3215210,gate_25,False,False,7
28851,3215242,gate_25,False,False,8
28852,3215296,gate_50,False,False,20
28853,3215314,gate_25,False,False,12
28854,3215324,gate_50,False,False,36
28855,3215330,gate_25,True,False,75
28856,3215356,gate_50,True,False,23
28857,3215502,gate_50,False,False,8
28858,3215685,gate_25,False,False,64
28859,3215862,gate_25,False,False,25
28860,3216027,gate_50,True,False,48
28861,3216232,gate_25,True,True,38
28862,3216448,gate_25,False,False,16
28863,3216469,gate_25,False,False,44
28864,3216527,gate_25,True,True,63
28865,3216587,gate_25,False,False,18
28866,3216658,gate_50,False,False,47
28867,3216795,gate_25,False,False,6
28868,3216806,gate_25,True,True,110
28869,3217074,gate_50,False,True,38
28870,3217281,gate_50,False,False,27
28871,3217372,gate_25,True,True,130
28872,3217551,gate_25,False,False,13
28873,3217659,gate_50,False,False,30
28874,3217802,gate_50,True,False,27
28875,3218046,gate_50,True,True,286
28876,3218097,gate_50,False,False,25
28877,3218221,gate_25,False,True,124
28878,3218328,gate_25,True,True,86
28879,3218487,gate_25,True,False,161
28880,3218502,gate_25,True,False,17
28881,3218728,gate_50,True,True,420
28882,3218978,gate_50,True,True,115
28883,3219079,gate_50,False,False,16
28884,3219194,gate_25,True,False,100
28885,3219278,gate_25,False,True,67
28886,3219473,gate_50,False,False,9
28887,3219664,gate_50,False,False,19
28888,3219775,gate_25,True,False,69
28889,3220070,gate_50,True,False,109
28890,3220084,gate_50,False,False,15
28891,3220287,gate_25,True,False,48
28892,3220481,gate_50,True,True,165
28893,3220645,gate_50,True,False,15
28894,3220704,gate_25,False,False,32
28895,3221186,gate_50,True,False,59
28896,3221274,gate_25,True,True,34
28897,3221306,gate_25,False,False,9
28898,3221651,gate_25,True,False,9
28899,3221767,gate_50,False,False,16
28900,3221797,gate_50,False,False,19
28901,3221854,gate_50,False,False,9
28902,3221874,gate_50,False,False,21
28903,3222011,gate_25,False,False,7
28904,3222216,gate_25,False,False,20
28905,3222280,gate_25,False,True,102
28906,3222334,gate_25,False,False,35
28907,3222362,gate_50,True,False,20
28908,3222405,gate_25,True,False,26
28909,3222444,gate_25,True,False,28
28910,3222772,gate_50,False,False,31
28911,3222973,gate_25,True,False,61
28912,3222985,gate_50,True,False,36
28913,3223113,gate_25,True,True,80
28914,3223217,gate_25,False,False,11
28915,3223266,gate_25,False,False,7
28916,3223285,gate_50,True,False,34
28917,3223443,gate_50,False,False,12
28918,3223529,gate_50,False,False,26
28919,3223683,gate_50,True,False,57
28920,3223725,gate_50,False,False,24
28921,3223895,gate_50,False,False,8
28922,3224009,gate_50,False,False,24
28923,3224046,gate_25,True,False,118
28924,3224083,gate_25,False,False,11
28925,3224193,gate_50,True,False,54
28926,3224196,gate_25,True,False,20
28927,3224210,gate_50,True,False,33
28928,3224298,gate_25,True,False,359
28929,3224465,gate_50,True,False,8
28930,3224595,gate_50,True,False,46
28931,3224660,gate_50,True,True,182
28932,3224703,gate_50,True,True,68
28933,3224896,gate_25,False,False,11
28934,3224991,gate_50,False,False,21
28935,3225043,gate_25,True,False,50
28936,3225050,gate_50,True,True,98
28937,3225103,gate_25,False,False,43
28938,3225147,gate_25,False,False,17
28939,3225323,gate_25,True,False,15
28940,3225395,gate_25,True,False,111
28941,3225434,gate_50,True,False,41
28942,3225489,gate_50,False,True,61
28943,3225561,gate_50,False,False,23
28944,3225609,gate_50,True,False,177
28945,3225840,gate_25,False,False,68
28946,3225912,gate_25,True,True,27
28947,3225999,gate_25,False,False,15
28948,3226028,gate_25,False,False,17
28949,3226117,gate_50,True,False,70
28950,3226189,gate_25,False,False,12
28951,3226235,gate_50,False,False,17
28952,3226330,gate_25,True,False,21
28953,3227054,gate_50,True,False,64
28954,3227111,gate_50,True,False,20
28955,3227112,gate_50,True,False,32
28956,3227150,gate_25,True,False,19
28957,3227485,gate_50,True,True,422
28958,3227524,gate_50,False,False,35
28959,3227707,gate_25,False,False,22
28960,3227750,gate_25,True,True,165
28961,3227905,gate_50,False,False,23
28962,3228004,gate_50,True,False,25
28963,3228008,gate_50,False,False,12
28964,3228552,gate_25,False,False,6
28965,3228588,gate_25,True,True,168
28966,3228773,gate_50,False,False,28
28967,3228783,gate_50,False,False,31
28968,3229258,gate_25,False,False,5
28969,3229271,gate_25,False,False,18
28970,3229296,gate_25,True,True,82
28971,3229417,gate_25,True,True,120
28972,3229452,gate_25,True,False,81
28973,3229525,gate_50,True,True,789
28974,3229702,gate_50,True,True,153
28975,3229818,gate_50,True,False,23
28976,3229826,gate_25,False,False,36
28977,3230045,gate_25,False,False,41
28978,3230234,gate_25,True,False,66
28979,3230250,gate_50,False,False,11
28980,3230297,gate_50,False,True,129
28981,3230592,gate_25,True,False,52
28982,3230706,gate_50,False,False,17
28983,3230826,gate_25,False,False,3
28984,3231106,gate_50,True,False,129
28985,3231179,gate_25,True,True,52
28986,3231281,gate_25,False,False,48
28987,3231371,gate_50,False,False,11
28988,3231401,gate_50,True,False,22
28989,3231423,gate_50,False,False,2
28990,3231462,gate_25,True,False,32
28991,3231925,gate_25,True,False,47
28992,3231947,gate_50,True,True,258
28993,3231961,gate_25,True,True,210
28994,3231963,gate_50,False,False,9
28995,3232162,gate_50,True,True,46
28996,3232186,gate_25,False,False,20
28997,3232344,gate_50,True,True,419
28998,3232375,gate_25,True,False,38
28999,3232380,gate_25,False,False,38
29000,3232477,gate_50,False,False,8
29001,3232596,gate_50,True,False,16
29002,3232600,gate_25,True,True,23
29003,3233521,gate_50,True,False,99
29004,3233606,gate_50,False,False,33
29005,3233614,gate_50,False,False,13
29006,3233689,gate_25,True,False,18
29007,3233722,gate_25,True,True,387
29008,3233794,gate_25,False,False,7
29009,3233827,gate_50,False,False,12
29010,3234008,gate_50,True,False,38
29011,3234088,gate_25,False,False,15
29012,3234115,gate_50,False,False,6
29013,3234116,gate_25,True,True,202
29014,3234274,gate_25,False,False,9
29015,3234425,gate_50,True,False,81
29016,3234482,gate_50,False,False,15
29017,3234512,gate_25,True,True,41
29018,3234517,gate_50,True,False,11
29019,3234698,gate_50,False,False,10
29020,3234806,gate_25,False,False,13
29021,3234852,gate_25,False,False,10
29022,3235045,gate_50,False,False,17
29023,3235196,gate_25,False,False,10
29024,3235355,gate_50,False,False,22
29025,3235618,gate_50,True,False,39
29026,3235628,gate_50,True,True,240
29027,3235638,gate_25,True,True,122
29028,3235704,gate_50,False,False,36
29029,3235716,gate_50,False,False,2
29030,3235852,gate_50,True,False,65
29031,3236176,gate_25,True,False,103
29032,3236349,gate_25,True,True,337
29033,3236515,gate_50,True,True,183
29034,3236568,gate_25,True,False,12
29035,3236609,gate_50,True,True,409
29036,3236611,gate_25,False,False,38
29037,3236700,gate_50,False,False,120
29038,3236706,gate_50,False,False,5
29039,3236779,gate_25,False,False,16
29040,3236866,gate_25,True,False,25
29041,3236934,gate_25,False,False,131
29042,3236980,gate_50,True,False,63
29043,3236989,gate_50,True,False,76
29044,3237166,gate_50,True,True,145
29045,3237174,gate_50,True,True,483
29046,3237346,gate_25,True,False,36
29047,3237637,gate_50,True,False,33
29048,3237694,gate_25,False,False,22
29049,3237855,gate_25,True,False,42
29050,3237877,gate_50,False,False,21
29051,3237903,gate_50,False,False,10
29052,3237932,gate_50,False,False,11
29053,3237934,gate_25,False,False,52
29054,3238097,gate_25,True,True,90
29055,3238173,gate_50,True,True,31
29056,3238228,gate_50,False,False,8
29057,3238295,gate_25,True,True,59
29058,3238307,gate_50,False,False,5
29059,3238330,gate_25,False,False,25
29060,3238372,gate_50,True,False,36
29061,3238391,gate_50,True,False,13
29062,3238436,gate_50,True,True,220
29063,3238451,gate_25,True,False,72
29064,3238495,gate_50,False,False,14
29065,3238508,gate_50,False,False,22
29066,3238581,gate_50,True,True,57
29067,3238637,gate_25,True,False,98
29068,3238766,gate_50,True,False,59
29069,3238767,gate_25,True,False,28
29070,3238807,gate_50,False,True,172
29071,3238901,gate_25,False,False,18
29072,3238989,gate_50,True,True,342
29073,3239048,gate_25,False,False,6
29074,3239077,gate_25,True,False,229
29075,3239298,gate_25,True,False,45
29076,3239467,gate_25,False,False,18
29077,3239580,gate_25,False,False,14
29078,3239618,gate_25,True,False,47
29079,3239644,gate_50,False,False,0
29080,3239659,gate_25,True,True,226
29081,3239701,gate_25,True,True,378
29082,3239852,gate_50,False,False,7
29083,3239928,gate_25,True,False,23
29084,3240141,gate_25,False,False,21
29085,3240197,gate_25,True,False,57
29086,3240234,gate_50,False,False,18
29087,3240401,gate_25,True,False,16
29088,3240661,gate_50,True,False,22
29089,3240885,gate_50,False,False,10
29090,3240902,gate_25,False,False,14
29091,3241147,gate_50,True,False,90
29092,3241206,gate_25,False,False,1
29093,3241251,gate_50,False,False,49
29094,3241321,gate_50,False,False,20
29095,3241487,gate_25,True,True,114
29096,3241634,gate_25,True,False,41
29097,3241771,gate_25,False,False,31
29098,3241868,gate_50,False,False,24
29099,3241973,gate_50,True,False,20
29100,3242045,gate_25,True,True,139
29101,3242168,gate_50,False,False,3
29102,3242233,gate_50,True,False,21
29103,3242347,gate_50,False,False,4
29104,3242500,gate_50,True,False,8
29105,3242623,gate_25,False,False,5
29106,3242661,gate_25,True,False,74
29107,3242727,gate_50,True,True,68
29108,3242781,gate_50,False,False,2
29109,3242839,gate_25,False,False,12
29110,3242855,gate_50,True,False,73
29111,3243050,gate_50,False,False,17
29112,3243480,gate_50,True,False,11
29113,3243557,gate_50,False,False,4
29114,3243579,gate_50,True,False,28
29115,3243911,gate_50,False,False,6
29116,3243984,gate_25,False,False,32
29117,3244184,gate_50,True,False,21
29118,3244222,gate_25,False,False,11
29119,3244294,gate_25,False,False,9
29120,3244339,gate_50,False,False,8
29121,3244384,gate_25,False,False,5
29122,3244388,gate_50,False,False,0
29123,3244392,gate_50,True,False,65
29124,3244483,gate_50,False,False,8
29125,3244533,gate_50,False,False,4
29126,3244584,gate_25,False,False,8
29127,3244725,gate_25,False,True,206
29128,3244728,gate_25,True,False,170
29129,3244831,gate_25,True,True,35
29130,3244932,gate_25,True,False,102
29131,3244942,gate_25,True,False,16
29132,3244997,gate_25,False,False,7
29133,3245201,gate_25,False,False,28
29134,3245271,gate_25,False,True,17
29135,3245667,gate_50,True,True,174
29136,3245676,gate_25,True,False,30
29137,3245702,gate_25,True,False,78
29138,3245704,gate_25,True,False,112
29139,3245785,gate_25,False,False,10
29140,3246095,gate_25,True,False,131
29141,3246190,gate_50,False,False,5
29142,3246459,gate_50,True,False,44
29143,3246489,gate_50,True,True,64
29144,3246499,gate_50,True,False,36
29145,3246530,gate_50,True,False,52
29146,3246643,gate_25,True,False,29
29147,3246656,gate_50,True,True,94
29148,3246726,gate_50,False,False,7
29149,3246832,gate_50,False,False,15
29150,3246835,gate_25,True,False,17
29151,3246888,gate_50,True,True,129
29152,3246947,gate_25,True,False,98
29153,3247121,gate_50,True,True,517
29154,3247206,gate_50,True,False,26
29155,3247255,gate_50,False,True,43
29156,3247264,gate_25,True,False,71
29157,3247452,gate_50,True,False,24
29158,3247538,gate_25,True,True,703
29159,3247710,gate_25,False,False,51
29160,3247828,gate_25,True,False,31
29161,3248233,gate_25,False,False,5
29162,3248273,gate_50,False,False,19
29163,3248334,gate_25,False,False,19
29164,3248381,gate_25,True,False,40
29165,3248385,gate_25,True,False,49
29166,3248475,gate_50,True,True,100
29167,3248484,gate_25,True,False,170
29168,3248496,gate_25,True,False,4
29169,3248564,gate_25,False,False,88
29170,3248690,gate_25,False,True,40
29171,3248719,gate_25,False,False,4
29172,3248766,gate_50,True,False,23
29173,3248801,gate_50,True,False,79
29174,3248977,gate_50,False,False,14
29175,3249778,gate_50,False,False,45
29176,3249795,gate_50,False,True,53
29177,3249983,gate_25,True,False,27
29178,3250063,gate_50,False,False,16
29179,3250126,gate_25,False,True,23
29180,3250191,gate_50,False,False,15
29181,3250309,gate_25,True,False,26
29182,3250529,gate_50,False,False,12
29183,3250542,gate_50,True,True,365
29184,3250608,gate_50,False,False,21
29185,3250737,gate_50,False,False,11
29186,3250893,gate_25,False,False,19
29187,3250906,gate_25,True,True,42
29188,3251098,gate_50,True,False,42
29189,3251130,gate_25,False,False,10
29190,3251133,gate_25,True,False,17
29191,3251202,gate_25,False,False,17
29192,3251227,gate_25,False,False,21
29193,3251334,gate_25,True,False,29
29194,3251345,gate_25,True,True,35
29195,3251501,gate_25,False,False,18
29196,3251507,gate_50,True,False,32
29197,3251727,gate_50,False,False,30
29198,3251777,gate_50,False,False,2
29199,3251881,gate_25,True,False,215
29200,3251930,gate_50,False,False,77
29201,3251965,gate_50,True,False,14
29202,3252066,gate_50,True,False,25
29203,3252105,gate_50,True,False,55
29204,3252140,gate_50,True,False,37
29205,3252155,gate_25,True,False,53
29206,3252205,gate_25,True,False,31
29207,3252242,gate_25,False,False,21
29208,3252262,gate_50,False,False,9
29209,3252313,gate_25,True,False,14
29210,3252379,gate_25,True,True,18
29211,3252389,gate_25,False,False,24
29212,3252441,gate_50,True,False,33
29213,3252552,gate_25,False,False,20
29214,3252577,gate_50,False,False,20
29215,3252657,gate_25,True,True,189
29216,3252666,gate_25,True,False,59
29217,3252695,gate_50,False,False,21
29218,3252745,gate_50,True,False,51
29219,3252749,gate_25,False,False,10
29220,3252778,gate_25,False,False,26
29221,3252892,gate_25,True,True,64
29222,3252974,gate_50,False,False,8
29223,3253065,gate_25,False,True,10
29224,3253148,gate_50,True,True,103
29225,3253199,gate_50,True,False,34
29226,3253331,gate_25,False,False,24
29227,3253477,gate_50,False,False,10
29228,3253478,gate_50,True,False,96
29229,3253569,gate_50,True,False,81
29230,3253711,gate_50,False,True,227
29231,3253757,gate_50,True,False,31
29232,3253822,gate_25,False,False,95
29233,3253890,gate_25,False,False,14
29234,3253926,gate_25,True,False,22
29235,3253974,gate_25,True,False,46
29236,3254086,gate_50,False,False,8
29237,3254270,gate_25,True,False,4
29238,3254390,gate_50,True,False,173
29239,3254830,gate_50,True,True,396
29240,3254916,gate_25,True,True,455
29241,3255093,gate_50,True,True,453
29242,3255706,gate_25,True,False,51
29243,3255889,gate_50,True,False,82
29244,3255891,gate_25,False,False,10
29245,3255897,gate_50,False,False,16
29246,3256197,gate_50,False,False,12
29247,3256228,gate_25,False,False,3
29248,3256240,gate_25,True,True,275
29249,3256253,gate_25,False,False,3
29250,3256337,gate_50,False,False,21
29251,3256468,gate_50,False,False,18
29252,3256543,gate_25,False,False,16
29253,3256546,gate_50,False,False,2
29254,3256647,gate_25,False,False,9
29255,3256667,gate_25,False,False,44
29256,3256676,gate_50,False,False,8
29257,3256787,gate_25,False,False,7
29258,3256828,gate_25,False,False,11
29259,3256835,gate_50,True,False,25
29260,3256851,gate_25,False,False,24
29261,3256899,gate_50,True,True,72
29262,3256905,gate_50,False,True,23
29263,3256937,gate_25,False,False,12
29264,3256975,gate_50,True,True,210
29265,3257040,gate_25,False,False,3
29266,3257043,gate_50,True,False,42
29267,3257366,gate_25,False,False,30
29268,3257452,gate_50,False,False,23
29269,3257722,gate_25,False,False,7
29270,3257867,gate_25,True,False,34
29271,3258359,gate_25,False,False,18
29272,3258452,gate_25,False,False,16
29273,3258519,gate_25,True,True,56
29274,3258596,gate_25,False,False,21
29275,3258639,gate_25,False,False,16
29276,3258652,gate_25,False,False,7
29277,3258686,gate_50,False,False,3
29278,3258736,gate_25,False,False,37
29279,3258766,gate_50,False,False,6
29280,3258876,gate_50,True,False,113
29281,3258911,gate_50,False,False,13
29282,3258930,gate_50,False,False,6
29283,3259094,gate_25,True,False,47
29284,3259114,gate_50,True,False,23
29285,3259155,gate_25,False,False,38
29286,3259274,gate_25,False,False,21
29287,3259398,gate_50,False,False,6
29288,3259408,gate_50,False,False,4
29289,3259520,gate_50,True,False,11
29290,3259529,gate_50,False,False,22
29291,3259551,gate_50,True,False,25
29292,3259620,gate_25,True,False,17
29293,3259639,gate_50,False,False,24
29294,3259719,gate_50,False,False,8
29295,3259959,gate_25,True,False,72
29296,3260091,gate_50,False,False,80
29297,3260209,gate_25,False,False,109
29298,3260329,gate_25,False,False,14
29299,3260454,gate_50,False,False,59
29300,3260616,gate_50,False,False,3
29301,3260731,gate_50,True,False,12
29302,3260789,gate_50,True,True,118
29303,3260948,gate_50,True,True,63
29304,3261029,gate_50,False,False,8
29305,3261068,gate_25,True,False,35
29306,3261094,gate_50,False,False,52
29307,3261143,gate_50,False,False,16
29308,3261217,gate_50,True,False,7
29309,3261286,gate_25,False,False,8
29310,3261309,gate_50,False,False,9
29311,3261430,gate_25,True,False,104
29312,3261661,gate_25,False,False,38
29313,3261788,gate_25,False,False,36
29314,3262060,gate_50,True,False,17
29315,3262123,gate_50,False,False,36
29316,3262126,gate_25,True,False,27
29317,3262134,gate_25,False,False,3
29318,3262294,gate_25,False,False,7
29319,3262397,gate_25,True,False,66
29320,3262582,gate_25,False,False,7
29321,3262622,gate_25,False,False,8
29322,3262695,gate_50,False,True,1194
29323,3262810,gate_25,True,False,32
29324,3263072,gate_25,False,False,10
29325,3263134,gate_25,True,False,10
29326,3263305,gate_50,True,True,80
29327,3263351,gate_50,False,False,19
29328,3263387,gate_50,True,False,131
29329,3263441,gate_25,True,True,39
29330,3263567,gate_25,False,False,12
29331,3263575,gate_25,False,False,44
29332,3263750,gate_25,False,False,10
29333,3263796,gate_25,False,False,8
29334,3263841,gate_50,True,False,67
29335,3263877,gate_50,False,False,21
29336,3264359,gate_50,True,False,34
29337,3264362,gate_25,False,False,9
29338,3264371,gate_25,False,False,17
29339,3264491,gate_50,False,False,13
29340,3264548,gate_50,False,False,2
29341,3264590,gate_25,True,False,18
29342,3264598,gate_25,False,False,11
29343,3264631,gate_50,False,False,17
29344,3264918,gate_25,False,False,4
29345,3265001,gate_50,False,False,11
29346,3265141,gate_25,False,True,37
29347,3265242,gate_50,True,False,86
29348,3265411,gate_50,False,True,29
29349,3265519,gate_25,True,False,45
29350,3265584,gate_50,True,True,16
29351,3265741,gate_25,False,False,10
29352,3265875,gate_25,True,True,76
29353,3265976,gate_50,False,False,7
29354,3266097,gate_25,False,False,8
29355,3266194,gate_50,False,False,18
29356,3266205,gate_25,False,False,19
29357,3266298,gate_50,True,False,43
29358,3266437,gate_50,False,False,2
29359,3266525,gate_25,False,False,15
29360,3266704,gate_50,True,False,82
29361,3266800,gate_25,False,False,36
29362,3266879,gate_50,False,False,43
29363,3266903,gate_25,True,True,154
29364,3266912,gate_25,True,False,86
29365,3267025,gate_25,True,False,13
29366,3267073,gate_25,False,False,11
29367,3267243,gate_50,False,False,6
29368,3267282,gate_50,False,False,44
29369,3267410,gate_25,False,False,4
29370,3267550,gate_50,True,True,170
29371,3267567,gate_50,False,False,9
29372,3267604,gate_25,False,False,11
29373,3267605,gate_50,False,False,7
29374,3267708,gate_50,False,False,34
29375,3267748,gate_50,False,False,38
29376,3267943,gate_25,True,False,13
29377,3267990,gate_25,False,False,105
29378,3268045,gate_50,False,False,7
29379,3268062,gate_50,True,True,12
29380,3268114,gate_50,False,False,16
29381,3268578,gate_50,False,False,22
29382,3269049,gate_50,True,False,31
29383,3269066,gate_25,False,False,22
29384,3269141,gate_50,False,False,10
29385,3269243,gate_25,False,False,15
29386,3269249,gate_25,False,False,2
29387,3269258,gate_50,False,False,10
29388,3269345,gate_50,True,False,151
29389,3269422,gate_25,True,True,377
29390,3269598,gate_25,False,False,39
29391,3269617,gate_25,True,False,35
29392,3269618,gate_25,True,True,130
29393,3269800,gate_25,False,False,13
29394,3269982,gate_25,False,False,53
29395,3270002,gate_25,False,False,14
29396,3270009,gate_50,False,False,12
29397,3270079,gate_50,True,False,15
29398,3270258,gate_25,False,True,91
29399,3270322,gate_50,False,False,14
29400,3270331,gate_25,False,False,15
29401,3270377,gate_25,True,False,148
29402,3270520,gate_50,False,False,16
29403,3270688,gate_50,True,True,301
29404,3270821,gate_50,False,False,14
29405,3270929,gate_50,True,True,127
29406,3270981,gate_50,False,False,9
29407,3270989,gate_25,False,False,13
29408,3271073,gate_25,True,False,69
29409,3271078,gate_50,False,False,9
29410,3271100,gate_25,True,False,15
29411,3271139,gate_50,True,False,13
29412,3271286,gate_25,False,True,35
29413,3271305,gate_50,True,True,318
29414,3271324,gate_25,True,True,110
29415,3271375,gate_25,False,False,46
29416,3271439,gate_25,False,False,18
29417,3271615,gate_50,True,False,2659
29418,3271681,gate_25,True,False,114
29419,3271716,gate_50,True,True,174
29420,3271823,gate_50,False,False,8
29421,3271920,gate_50,True,False,58
29422,3272158,gate_25,False,False,16
29423,3272280,gate_25,True,False,23
29424,3272311,gate_25,True,False,36
29425,3272418,gate_50,False,False,37
29426,3272581,gate_50,False,False,33
29427,3272622,gate_25,False,False,98
29428,3272655,gate_50,True,False,82
29429,3272688,gate_25,False,False,33
29430,3272689,gate_50,False,False,11
29431,3272763,gate_25,False,False,26
29432,3272784,gate_50,False,False,4
29433,3272829,gate_25,False,False,28
29434,3273437,gate_50,True,False,27
29435,3273458,gate_25,True,True,56
29436,3273520,gate_50,True,True,302
29437,3273589,gate_50,False,False,62
29438,3273691,gate_25,False,False,20
29439,3273708,gate_50,True,False,308
29440,3273783,gate_50,False,False,6
29441,3273822,gate_25,False,False,24
29442,3274064,gate_25,True,False,122
29443,3274149,gate_25,False,False,10
29444,3274410,gate_50,True,False,65
29445,3274863,gate_25,True,True,126
29446,3274900,gate_25,False,False,9
29447,3275038,gate_25,True,False,24
29448,3275068,gate_50,False,False,13
29449,3275124,gate_25,False,False,5
29450,3275164,gate_50,False,False,13
29451,3275222,gate_50,False,False,34
29452,3275241,gate_25,True,False,69
29453,3275268,gate_50,False,False,26
29454,3275319,gate_50,False,False,90
29455,3275407,gate_25,False,False,13
29456,3275771,gate_25,False,False,11
29457,3275786,gate_25,True,False,13
29458,3275797,gate_25,False,False,13
29459,3275968,gate_25,True,False,40
